"id","ALUMNOS","ESPAÑOL","MATEMATICAS","INGLES","CIENCIAS_NATURALES","HISTORIA","EDUCACION_FISICA","ARTES","TECNOLOGIA","NUM_FALTAS","PARTICIPACIONES","RENDIMIENTO"
1336,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1337,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1338,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1339,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1340,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1341,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1342,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1343,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1344,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1345,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1346,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1347,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1348,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1349,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1350,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1351,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1352,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1353,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1354,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1355,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1356,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1357,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1358,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1359,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1360,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1361,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1362,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1363,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1364,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1365,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1366,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1367,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1368,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1369,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1370,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1371,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1372,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1373,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1374,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1375,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1376,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1377,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1378,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1379,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1380,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1381,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1382,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1383,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1384,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1385,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1386,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1387,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1388,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1389,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1390,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1391,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1392,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1393,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1394,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1395,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1396,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1397,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1398,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1399,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1400,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1401,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1402,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1403,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1404,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1405,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1406,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1407,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1408,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1409,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1410,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1411,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1412,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1413,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1414,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1415,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1416,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1417,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1418,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1419,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1420,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1421,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1422,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1423,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1424,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1425,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1426,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1427,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1428,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1429,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1430,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1431,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1432,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1433,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1434,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1435,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1436,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1437,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1438,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1439,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1440,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1441,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1442,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1443,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1444,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1445,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1446,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1447,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1448,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1449,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1450,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1451,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1452,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1453,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1454,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1455,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1456,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1457,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1458,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1459,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1460,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1461,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1462,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1463,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1464,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1465,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1466,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1467,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1468,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1469,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1470,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1471,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1472,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1473,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1474,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1475,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1476,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1477,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1478,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1479,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1480,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1481,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1482,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1483,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1484,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1485,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1486,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1487,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1488,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1489,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1490,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1491,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1492,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1493,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1494,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1495,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1496,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1497,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1498,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1499,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1500,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1501,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1502,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1503,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1504,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1505,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1506,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1507,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1508,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1509,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1510,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1511,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1512,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1513,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1514,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1515,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1516,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1517,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1518,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1519,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1520,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1521,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1522,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1523,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1524,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1525,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1526,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1527,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1528,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1529,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1530,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1531,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1532,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1533,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1534,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1535,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1536,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1537,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1538,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1539,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1540,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1541,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1542,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1543,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1544,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1545,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1546,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1547,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1548,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1549,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1550,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1551,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1552,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1553,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1554,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1555,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1556,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1557,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1558,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1559,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1560,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1561,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1562,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1563,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1564,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
